,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DISPLAY_FIRST_LAST,DRAFT_YEAR,DRAFT_NUMBER
2864,1630578,2023-24,00,1610612745,HOU,21.0,63,63,2046.0,527,982,0.537,33,111,0.297,244,352,0.693,183,406,589,312,76,46,162,211,1331,Alperen Sengun,2021,16
2865,1641729,2023-24,00,1610612762,UTA,20.0,32,11,584.0,85,218,0.39,34,115,0.296,37,41,0.902,16,86,102,55,13,6,47,43,241,Brice Sensabaugh,2023,28
2871,1629012,2023-24,00,1610612762,UTA,25.0,78,51,2075.0,506,1038,0.487,128,325,0.394,318,370,0.859,71,134,205,383,62,18,165,154,1458,Collin Sexton,2018,8
2879,1629013,2023-24,00,1610612764,WAS,27.0,46,5,727.0,118,274,0.431,53,157,0.338,38,46,0.826,16,46,62,54,25,10,30,76,327,Landry Shamet,2018,26
2882,1630549,2023-24,00,1610612751,BKN,22.0,61,1,921.0,168,294,0.571,4,15,0.267,75,123,0.61,161,228,389,85,24,44,70,131,415,Day'Ron Sharpe,2021,29
2884,1631101,2023-24,00,1610612757,POR,21.0,32,25,1059.0,176,434,0.406,60,180,0.333,98,119,0.824,42,118,160,94,28,12,72,88,510,Shaedon Sharpe,2022,7
2885,1641767,2023-24,00,1610612754,IND,22.0,57,1,814.0,90,229,0.393,49,156,0.314,23,26,0.885,15,74,89,53,33,2,15,88,252,Ben Sheppard,2023,26
2893,1627783,2023-24,00,1610612761,TOR,30.0,39,39,1354.0,325,623,0.522,46,145,0.317,169,223,0.758,54,192,246,190,32,10,83,87,865,Pascal Siakam,2016,27
2894,1627783,2023-24,00,1610612754,IND,30.0,41,41,1304.0,356,648,0.549,39,101,0.386,121,173,0.699,85,234,319,152,31,15,58,106,872,Pascal Siakam,2016,27
2901,1627732,2023-24,00,1610612751,BKN,27.0,15,12,359.0,43,74,0.581,0,0,0.0,6,15,0.4,31,88,119,86,12,9,27,36,92,Ben Simmons,2016,1
2907,1629014,2023-24,00,1610612757,POR,24.0,46,46,1582.0,360,837,0.43,156,405,0.385,163,178,0.916,22,145,167,255,23,5,126,98,1039,Anfernee Simons,2018,24
2910,1630579,2023-24,00,1610612752,NYK,25.0,45,11,585.0,38,55,0.691,0,0,0.0,16,24,0.667,56,91,147,25,8,19,16,45,92,Jericho Sims,2021,58
2911,1641771,2023-24,00,1610612758,SAC,24.0,12,0,37.0,4,6,0.667,0,2,0.0,0,0,0.0,1,6,7,2,1,1,2,8,8,Jalen Slawson,2023,54
2915,1630606,2023-24,00,1610612755,PHI,24.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Javonte Smart,Undrafted,Undrafted
2925,203935,2023-24,00,1610612763,MEM,30.0,20,20,605.0,102,237,0.43,42,134,0.313,43,56,0.768,6,47,53,86,41,5,62,53,289,Marcus Smart,2014,6
2929,1630696,2023-24,00,1610612748,MIA,26.0,9,0,131.0,15,33,0.455,7,17,0.412,2,2,1.0,6,8,14,14,9,3,5,12,39,Dru Smith,Undrafted,Undrafted
2955,202397,2023-24,00,1610612766,CHA,35.0,43,5,741.0,66,158,0.418,4,8,0.5,3,4,0.75,11,65,76,145,17,4,47,49,139,Ish Smith,Undrafted,Undrafted
2961,1630188,2023-24,00,1610612754,IND,24.0,61,14,1047.0,234,395,0.592,61,144,0.424,72,104,0.692,112,225,337,63,17,38,44,124,601,Jalen Smith,2020,10
2962,1631173,2023-24,00,1610612755,PHI,21.0,16,0,85.0,18,46,0.391,13,35,0.371,3,5,0.6,0,4,4,12,8,0,7,8,52,Terquavion Smith,Undrafted,Undrafted
2973,1628372,2023-24,00,1610612751,BKN,26.0,56,2,1059.0,147,338,0.435,32,109,0.294,43,58,0.741,50,114,164,203,68,12,68,121,369,Dennis Smith Jr.,2017,9
2975,1631095,2023-24,00,1610612745,HOU,21.0,76,76,2424.0,378,833,0.454,138,380,0.363,150,185,0.811,139,477,616,121,52,61,89,200,1044,Jabari Smith Jr.,2022,3
2976,1641733,2023-24,00,1610612766,CHA,20.0,51,0,729.0,113,289,0.391,63,146,0.432,13,15,0.867,18,54,72,59,10,7,39,55,302,Nick Smith Jr.,2023,27
2978,1631110,2023-24,00,1610612759,SAS,21.0,74,73,2193.0,340,776,0.438,70,227,0.308,111,144,0.771,137,339,476,249,62,40,140,168,861,Jeremy Sochan,2022,9
2981,1630531,2023-24,00,1610612755,PHI,21.0,32,1,377.0,46,118,0.39,8,37,0.216,28,34,0.824,25,33,58,35,25,11,26,49,128,Jaden Springer,2021,28
2982,1630531,2023-24,00,1610612738,BOS,21.0,17,1,130.0,13,30,0.433,2,11,0.182,7,8,0.875,8,12,20,9,11,4,8,17,35,Jaden Springer,2021,28
2987,1630205,2023-24,00,1610612738,BOS,26.0,19,1,122.0,21,45,0.467,3,8,0.375,8,11,0.727,12,19,31,8,6,5,9,14,53,Lamar Stevens,Undrafted,Undrafted
2988,1630205,2023-24,00,1610612763,MEM,26.0,19,2,437.0,87,195,0.446,11,38,0.289,34,43,0.791,24,72,96,20,17,17,15,31,219,Lamar Stevens,Undrafted,Undrafted
2993,1630191,2023-24,00,1610612765,DET,23.0,46,45,1423.0,186,382,0.487,67,175,0.383,64,85,0.753,74,231,305,73,17,38,66,99,503,Isaiah Stewart,2020,16
2994,1631124,2023-24,00,1610612743,DEN,22.0,50,0,545.0,82,222,0.369,41,138,0.297,22,31,0.71,5,56,61,47,17,7,23,54,227,Julian Strawther,2023,29
2999,1629622,2023-24,00,1610612739,CLE,28.0,70,70,2239.0,304,728,0.418,168,479,0.351,77,97,0.794,66,272,338,283,64,29,112,170,853,Max Strus,Undrafted,Undrafted
3002,1630591,2023-24,00,1610612753,ORL,22.0,75,75,2025.0,336,714,0.471,153,385,0.397,118,156,0.756,48,181,229,205,106,47,132,205,943,Jalen Suggs,2021,5
3004,1631306,2023-24,00,1610612748,MIA,25.0,18,0,87.0,15,38,0.395,10,30,0.333,2,2,1.0,1,6,7,5,1,1,8,4,42,Cole Swider,Undrafted,Undrafted
3008,1630256,2023-24,00,1610612745,HOU,28.0,65,9,1031.0,108,229,0.472,23,77,0.299,26,39,0.667,61,136,197,64,42,15,37,137,265,Jae'Sean Tate,Undrafted,Undrafted
3015,1628369,2023-24,00,1610612738,BOS,26.0,74,74,2645.0,672,1426,0.471,229,609,0.376,414,497,0.833,67,534,601,364,75,43,188,145,1987,Jayson Tatum,2017,3
3020,1630678,2023-24,00,1610612741,CHI,24.0,31,0,188.0,20,39,0.513,2,9,0.222,4,5,0.8,17,20,37,10,5,2,7,17,46,Terry Taylor,Undrafted,Undrafted
3042,202066,2023-24,00,1610612761,TOR,38.0,27,2,289.0,29,78,0.372,12,40,0.3,18,22,0.818,18,27,45,28,12,3,14,28,88,Garrett Temple,Undrafted,Undrafted
3044,1631207,2023-24,00,1610612741,CHI,21.0,59,2,681.0,69,157,0.439,17,74,0.23,25,43,0.581,29,84,113,81,27,18,32,81,180,Dalen Terry,2022,18
3055,1628464,2023-24,00,1610612754,IND,32.0,1,0,8.0,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,Daniel Theis,Undrafted,Undrafted
3056,1628464,2023-24,00,1610612746,LAC,32.0,59,3,1006.0,155,289,0.536,26,70,0.371,38,50,0.76,85,159,244,61,21,51,42,126,374,Daniel Theis,Undrafted,Undrafted
3060,1630560,2023-24,00,1610612751,BKN,22.0,66,51,2075.0,526,1190,0.442,144,396,0.364,286,334,0.856,28,186,214,192,45,16,124,138,1482,Cam Thomas,2021,27
3061,1641708,2023-24,00,1610612745,HOU,21.0,62,23,1389.0,239,446,0.536,8,58,0.138,106,155,0.684,148,261,409,163,78,38,90,141,592,Amen Thompson,2023,4
3062,1641709,2023-24,00,1610612765,DET,21.0,63,38,1583.0,232,480,0.483,21,113,0.186,71,119,0.597,129,273,402,120,68,59,84,175,556,Ausar Thompson,2023,5
3073,202691,2023-24,00,1610612744,GSW,34.0,77,63,2284.0,490,1133,0.432,268,692,0.387,127,137,0.927,35,219,254,176,50,35,117,127,1375,Klay Thompson,2011,11
3088,202684,2023-24,00,1610612739,CLE,33.0,49,0,549.0,73,120,0.608,0,1,0.0,15,52,0.288,73,101,174,51,12,14,29,59,161,Tristan Thompson,2011,4
3091,1630550,2023-24,00,1610612766,CHA,21.0,63,3,781.0,80,183,0.437,28,81,0.346,11,20,0.55,43,103,146,29,11,27,15,60,199,JT Thor,2021,37
3098,1629680,2023-24,00,1610612757,POR,27.0,65,19,1487.0,126,317,0.397,80,231,0.346,22,29,0.759,30,106,136,90,113,49,40,93,354,Matisse Thybulle,2019,20
3102,1630214,2023-24,00,1610612763,MEM,25.0,34,13,700.0,87,213,0.408,12,53,0.226,18,43,0.419,56,101,157,57,42,35,29,60,204,Xavier Tillman,2020,35
3103,1630214,2023-24,00,1610612738,BOS,25.0,20,2,274.0,34,66,0.515,8,28,0.286,4,7,0.571,14,40,54,20,9,9,5,15,80,Xavier Tillman,2020,35
3105,1631210,2023-24,00,1610612752,NYK,24.0,9,0,38.0,5,9,0.556,1,4,0.25,2,2,1.0,3,4,7,3,0,1,1,3,13,Jacob Toppin,Undrafted,Undrafted
3109,1630167,2023-24,00,1610612754,IND,26.0,82,28,1731.0,332,579,0.573,102,253,0.403,77,100,0.77,85,235,320,128,47,43,69,143,843,Obi Toppin,2020,8
3118,1626157,2023-24,00,1610612750,MIN,28.0,62,62,2026.0,479,951,0.504,136,327,0.416,255,292,0.873,94,421,515,189,43,41,177,204,1349,Karl-Anthony Towns,2015,1
3126,1629018,2023-24,00,1610612761,TOR,25.0,71,41,1994.0,361,847,0.426,178,453,0.393,74,96,0.771,25,163,188,119,77,10,47,96,974,Gary Trent Jr.,2018,37
3127,1631131,2023-24,00,1610612754,IND,24.0,8,0,42.0,10,20,0.5,0,0,0.0,6,8,0.75,8,8,16,2,2,1,0,3,26,Oscar Tshiebwe,Undrafted,Undrafted
3144,200782,2023-24,00,1610612755,PHI,39.0,3,3,66.0,2,5,0.4,2,5,0.4,0,0,0.0,1,13,14,0,3,2,2,9,6,P.J. Tucker,2006,35
3145,200782,2023-24,00,1610612746,LAC,39.0,28,7,420.0,16,45,0.356,11,30,0.367,3,3,1.0,27,44,71,16,13,5,6,45,46,P.J. Tucker,2006,35
3155,1626167,2023-24,00,1610612754,IND,28.0,77,77,2076.0,476,909,0.524,116,324,0.358,245,317,0.773,113,420,533,100,39,144,109,232,1313,Myles Turner,2015,11
3156,1641816,2023-24,00,1610612743,DEN,23.0,18,0,48.0,8,20,0.4,4,14,0.286,0,0,0.0,1,8,9,2,1,0,2,10,20,Hunter Tyson,2023,37
3158,1630649,2023-24,00,1610612765,DET,25.0,24,2,307.0,37,84,0.44,24,53,0.453,29,32,0.906,8,43,51,11,8,7,14,40,127,Stanley Umude,Undrafted,Undrafted
3172,202685,2023-24,00,1610612740,NOP,32.0,82,82,1925.0,402,719,0.559,37,120,0.308,161,205,0.785,186,535,721,173,32,68,111,218,1002,Jonas Valanciunas,2011,5
3180,1627832,2023-24,00,1610612745,HOU,30.0,73,73,2684.0,423,1018,0.416,227,586,0.387,197,229,0.86,33,245,278,589,101,59,126,183,1270,Fred VanVleet,Undrafted,Undrafted
3190,1629020,2023-24,00,1610612747,LAL,25.0,29,6,581.0,59,114,0.518,8,27,0.296,24,36,0.667,41,97,138,36,36,5,28,43,150,Jarred Vanderbilt,2018,41
3194,1630170,2023-24,00,1610612759,SAS,23.0,68,62,2248.0,498,1056,0.472,166,446,0.372,161,201,0.801,27,234,261,277,73,23,108,74,1323,Devin Vassell,2020,11
3195,1628426,2023-24,00,1610612758,SAC,28.0,42,0,511.0,84,191,0.44,45,120,0.375,12,15,0.8,30,66,96,19,20,7,12,42,225,Sasha Vezenkov,2017,57
3200,1629216,2023-24,00,1610612747,LAL,27.0,11,0,218.0,15,49,0.306,3,28,0.107,1,2,0.5,4,5,9,21,9,0,5,19,34,Gabe Vincent,Undrafted,Undrafted
3215,202696,2023-24,00,1610612741,CHI,33.0,76,74,2610.0,586,1211,0.484,92,313,0.294,106,129,0.822,210,591,801,254,50,60,120,190,1370,Nikola Vucevic,2011,16
3220,1629731,2023-24,00,1610612739,CLE,27.0,54,32,1108.0,96,232,0.414,79,202,0.391,20,26,0.769,37,181,218,43,40,25,20,93,291,Dean Wade,Undrafted,Undrafted
3223,1630532,2023-24,00,1610612753,ORL,22.0,72,72,2337.0,528,1096,0.482,94,334,0.281,271,319,0.85,72,309,381,269,76,28,137,168,1421,Franz Wagner,2021,8
3232,1629021,2023-24,00,1610612753,ORL,27.0,80,1,1415.0,332,552,0.601,38,115,0.33,166,204,0.814,117,230,347,96,39,21,97,160,868,Moritz Wagner,2018,25
3235,1630688,2023-24,00,1610612757,POR,29.0,7,0,46.0,6,18,0.333,6,16,0.375,2,2,1.0,0,9,9,0,2,1,1,4,20,Ish Wainright,Undrafted,Undrafted
3236,1630688,2023-24,00,1610612756,PHX,29.0,4,0,17.0,1,6,0.167,1,4,0.25,0,0,0.0,3,2,5,1,2,0,1,4,3,Ish Wainright,Undrafted,Undrafted
3239,1631133,2023-24,00,1610612757,POR,21.0,72,23,1701.0,234,509,0.46,41,139,0.295,129,171,0.754,151,357,508,71,42,22,66,173,638,Jabari Walker,2022,57
3240,1641716,2023-24,00,1610612754,IND,20.0,33,0,340.0,45,110,0.409,22,55,0.4,8,9,0.889,12,51,63,40,15,11,17,29,120,Jarace Walker,2023,8
3246,1629022,2023-24,00,1610612751,BKN,25.0,58,0,1011.0,208,492,0.423,104,271,0.384,45,59,0.763,13,114,127,74,32,20,51,71,565,Lonnie Walker IV,2018,18
3247,1641717,2023-24,00,1610612760,OKC,20.0,82,13,1692.0,217,442,0.491,98,234,0.419,29,37,0.784,52,135,187,120,76,37,45,129,561,Cason Wallace,2023,10
3248,1641775,2023-24,00,1610612738,BOS,20.0,9,1,83.0,6,15,0.4,2,9,0.222,1,2,0.5,5,15,20,5,5,1,3,11,15,Jordan Walsh,2023,38
3253,1629023,2023-24,00,1610612766,CHA,25.0,44,17,1286.0,227,509,0.446,79,244,0.324,67,94,0.713,53,179,232,97,38,32,66,112,600,P.J. Washington,2019,12
3254,1629023,2023-24,00,1610612742,DAL,25.0,29,28,935.0,127,302,0.421,53,169,0.314,32,51,0.627,32,147,179,44,34,27,30,57,339,P.J. Washington,2019,12
3259,1631102,2023-24,00,1610612749,MIL,22.0,11,0,56.0,6,20,0.3,2,6,0.333,0,0,0.0,1,4,5,5,3,0,2,1,14,TyTy Washington Jr.,2022,29
3265,1629139,2023-24,00,1610612756,PHX,29.0,29,0,382.0,35,97,0.361,24,75,0.32,10,15,0.667,11,34,45,10,9,7,16,34,104,Yuta Watanabe,Undrafted,Undrafted
3266,1629139,2023-24,00,1610612763,MEM,29.0,5,0,82.0,6,19,0.316,1,10,0.1,0,2,0.0,0,9,9,5,3,0,3,5,13,Yuta Watanabe,Undrafted,Undrafted
3270,1630322,2023-24,00,1610612760,OKC,26.0,38,0,280.0,49,104,0.471,37,85,0.435,2,2,1.0,7,33,40,24,5,7,7,23,137,Lindy Waters III,Undrafted,Undrafted
3273,1630570,2023-24,00,1610612751,BKN,23.0,63,2,857.0,164,311,0.527,27,68,0.397,77,97,0.794,52,142,194,81,23,19,63,106,432,Trendon Watford,Undrafted,Undrafted
3275,1631212,2023-24,00,1610612743,DEN,21.0,80,4,1488.0,208,447,0.465,45,152,0.296,71,106,0.67,56,202,258,86,42,88,58,143,532,Peyton Watson,2022,30
3276,1641705,2023-24,00,1610612759,SAS,20.0,71,71,2106.0,551,1186,0.465,128,394,0.325,292,367,0.796,161,594,755,274,88,254,260,153,1522,Victor Wembanyama,2023,1
3278,1631104,2023-24,00,1610612759,SAS,21.0,61,3,876.0,102,215,0.474,12,55,0.218,52,78,0.667,18,76,94,166,29,9,55,89,268,Blake Wesley,2022,25
3296,201566,2023-24,00,1610612746,LAC,35.0,68,11,1529.0,301,663,0.454,42,154,0.273,110,160,0.688,93,250,343,306,74,23,144,121,754,Russell Westbrook,2008,4
3301,1629632,2023-24,00,1610612741,CHI,24.0,79,78,2881.0,541,1209,0.447,209,556,0.376,218,260,0.838,44,314,358,405,53,18,166,186,1509,Coby White,2019,7
3310,1628401,2023-24,00,1610612738,BOS,29.0,73,73,2381.0,387,839,0.461,196,495,0.396,137,152,0.901,51,259,310,377,74,87,112,152,1107,Derrick White,2017,29
3311,1641727,2023-24,00,1610612751,BKN,19.0,2,0,24.0,1,5,0.2,0,3,0.0,1,2,0.5,0,4,4,3,0,1,0,0,3,Dariq Whitehead,2023,22
3312,1641715,2023-24,00,1610612745,HOU,19.0,47,2,880.0,212,467,0.454,79,220,0.359,76,112,0.679,44,136,180,33,30,17,46,64,579,Cam Whitmore,2023,20
3315,1630598,2023-24,00,1610612760,OKC,25.0,78,4,1228.0,212,377,0.562,62,126,0.492,56,71,0.789,60,126,186,86,56,19,56,91,542,Aaron Wiggins,2021,55
3327,203952,2023-24,00,1610612744,GSW,29.0,71,59,1920.0,353,780,0.453,91,254,0.358,142,189,0.751,108,213,321,119,42,41,87,147,939,Andrew Wiggins,2014,1
3330,1629623,2023-24,00,1610612749,MIL,26.0,3,0,8.0,2,5,0.4,0,2,0.0,2,2,1.0,0,0,0,0,0,0,1,1,6,Lindell Wigginton,2019,
3335,1629684,2023-24,00,1610612742,DAL,25.0,47,33,1242.0,131,317,0.413,79,210,0.376,41,55,0.745,46,123,169,81,24,27,53,137,382,Grant Williams,2019,22
3336,1629684,2023-24,00,1610612766,CHA,25.0,29,10,888.0,145,288,0.503,47,126,0.373,65,85,0.765,40,109,149,93,20,12,56,89,402,Grant Williams,2019,22
3339,1631114,2023-24,00,1610612760,OKC,23.0,71,71,2224.0,536,993,0.54,103,241,0.427,180,221,0.814,37,245,282,322,80,45,123,175,1355,Jalen Williams,2022,12
3341,1631119,2023-24,00,1610612760,OKC,21.0,69,1,897.0,95,228,0.417,53,144,0.368,33,41,0.805,36,198,234,110,28,27,34,98,276,Jaylin Williams,2022,34
3347,1629026,2023-24,00,1610612760,OKC,29.0,69,1,1029.0,131,280,0.468,56,141,0.397,7,14,0.5,61,148,209,93,38,9,32,101,325,Kenrich Williams,Undrafted,Undrafted
3349,1631109,2023-24,00,1610612766,CHA,22.0,19,19,508.0,98,151,0.649,0,0,0.0,46,64,0.719,76,108,184,22,16,20,17,50,242,Mark Williams,2022,15
3351,1631466,2023-24,00,1610612745,HOU,25.0,22,0,129.0,27,50,0.54,2,5,0.4,7,13,0.538,12,11,23,7,4,1,4,10,63,Nate Williams,Undrafted,Undrafted
3355,1630172,2023-24,00,1610612741,CHI,22.0,43,30,1174.0,159,359,0.443,59,148,0.399,52,66,0.788,46,120,166,66,40,33,57,87,429,Patrick Williams,2020,4
3358,1630533,2023-24,00,1610612763,MEM,22.0,51,15,1038.0,150,378,0.397,58,189,0.307,62,75,0.827,35,145,180,75,36,9,66,85,420,Ziaire Williams,2021,10
3364,1629057,2023-24,00,1610612757,POR,26.0,6,0,119.0,17,26,0.654,0,0,0.0,7,9,0.778,11,27,38,5,7,7,7,17,41,Robert Williams III,2018,27
3366,1631246,2023-24,00,1610612763,MEM,23.0,52,33,1437.0,169,379,0.446,79,209,0.378,104,130,0.8,59,231,290,175,47,34,92,135,521,Vince Williams Jr.,2022,47
3370,1629627,2023-24,00,1610612740,NOP,23.0,70,70,2207.0,624,1094,0.57,6,18,0.333,347,494,0.702,122,284,406,352,77,47,193,159,1601,Zion Williamson,2019,1
3371,1630592,2023-24,00,1610612751,BKN,23.0,43,3,665.0,76,179,0.425,24,74,0.324,38,46,0.826,47,84,131,45,11,4,19,48,214,Jalen Wilson,2023,51
3375,1629685,2023-24,00,1610612752,NYK,27.0,3,0,7.0,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,1,3,Dylan Windler,2019,26
3376,1629685,2023-24,00,1610612747,LAL,27.0,8,0,28.0,4,9,0.444,4,8,0.5,0,0,0.0,0,3,3,6,0,0,0,2,12,Dylan Windler,2019,26
3377,1629685,2023-24,00,1610612737,ATL,27.0,6,0,73.0,10,19,0.526,8,17,0.471,0,0,0.0,3,9,12,3,2,0,2,3,28,Dylan Windler,2019,26
3383,1630164,2023-24,00,1610612765,DET,23.0,63,6,1091.0,187,305,0.613,0,2,0.0,72,102,0.706,110,226,336,54,12,39,66,141,446,James Wiseman,2020,2
3384,1631209,2023-24,00,1610612754,IND,23.0,1,0,4.0,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,Isaiah Wong,2023,55
3394,1626174,2023-24,00,1610612747,LAL,28.0,50,1,872.0,123,264,0.466,35,114,0.307,66,94,0.702,39,215,254,49,16,33,50,72,347,Christian Wood,Undrafted,Undrafted
3407,1626153,2023-24,00,1610612764,WAS,32.0,33,0,456.0,48,122,0.393,14,38,0.368,24,29,0.828,13,46,59,82,35,8,11,22,134,Delon Wright,2015,20
3408,1626153,2023-24,00,1610612748,MIA,32.0,14,1,286.0,26,66,0.394,11,30,0.367,13,16,0.813,6,21,27,37,19,3,3,10,76,Delon Wright,2015,20
3430,201152,2023-24,00,1610612761,TOR,35.0,23,6,350.0,54,87,0.621,1,6,0.167,5,12,0.417,29,46,75,50,18,3,11,38,114,Thaddeus Young,2007,12
3431,201152,2023-24,00,1610612756,PHX,35.0,10,0,89.0,11,21,0.524,0,1,0.0,1,3,0.333,17,11,28,7,5,2,4,11,23,Thaddeus Young,2007,12
3438,1629027,2023-24,00,1610612737,ATL,25.0,54,54,1942.0,433,1008,0.43,175,469,0.373,348,407,0.855,23,126,149,583,72,11,235,109,1389,Trae Young,2018,5
3441,1630209,2023-24,00,1610612762,UTA,25.0,48,12,545.0,99,184,0.538,5,24,0.208,19,28,0.679,72,136,208,29,8,18,37,52,222,Omer Yurtseven,Undrafted,Undrafted
3452,203469,2023-24,00,1610612740,NOP,31.0,43,0,320.0,26,62,0.419,1,3,0.333,23,38,0.605,48,64,112,39,9,5,16,45,76,Cody Zeller,2013,4
3462,1627826,2023-24,00,1610612746,LAC,27.0,68,68,1795.0,337,519,0.649,0,0,0.0,120,166,0.723,196,430,626,93,22,83,79,180,794,Ivica Zubac,2016,32
